frame,timestamp,vehicles_detected,vehicles_standard,vehicles_enhanced,total_spaces,occupied,free,occupancy_rate,space_1,space_2,space_3,space_4,space_5,space_6,space_7,space_8,space_9,space_10,space_11,space_12,space_13,space_14,space_15,space_16,space_17,space_18,space_19,space_20,space_21,space_22,space_23,space_1_method,space_2_method,space_3_method,space_4_method,space_5_method,space_6_method,space_7_method,space_8_method,space_9_method,space_10_method,space_11_method,space_12_method,space_13_method,space_14_method,space_15_method,space_16_method,space_17_method,space_18_method,space_19_method,space_20_method,space_21_method,space_22_method,space_23_method
484,16.13,11,4,7,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
485,16.17,12,2,10,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
486,16.2,12,0,12,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
487,16.23,11,1,10,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
488,16.27,13,1,12,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
489,16.3,10,2,8,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
490,16.33,10,4,6,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
491,16.37,11,2,9,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
492,16.4,11,0,11,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
493,16.43,12,2,10,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
494,16.47,13,2,11,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
495,16.5,13,2,11,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
496,16.53,13,0,13,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
497,16.57,13,2,11,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
498,16.6,13,2,11,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
499,16.63,13,3,10,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
500,16.67,14,3,11,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
501,16.7,11,2,9,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
502,16.73,13,2,11,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
503,16.77,12,3,9,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
504,16.8,12,3,9,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
505,16.83,13,3,10,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
506,16.87,13,3,10,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
507,16.9,13,4,9,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
508,16.93,13,4,9,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
509,16.97,13,2,11,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
510,17.0,13,2,11,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
511,17.03,12,4,8,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
512,17.07,12,2,10,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
513,17.1,10,1,9,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,visual_only,visual_only,visual_only,visual_only,visual_only
514,17.13,13,1,12,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
515,17.17,13,2,11,23,23,0,100.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only
